,subject,year,period,q_number,question,A,B,C,D,E,answer,cot
14,pharm,2019,1,16,페닐케톤뇨증(phenylketonuria) 에서 결함을 보이는 대사 과정은?,시스테인 → 티로신,티로신 → 시스테인,티로신 → 페닐알라닌,페닐알라닌 → 티로신,페닐알라닌 → 시스테인,D,
15,pharm,2019,1,17,"혈액 중 퓨린 염기와 요산의 농도 증가, 강박성 자해 증상(compulsive self-destructive symptom) 등을 보이는 레슈-니한증후군(Lesch-Nyhan syndrome) 에서 결핍되어 있는 효소는?",xanthine oxidase,thymidylate synthase,adenosine deaminase,ribonucleotide reductase,hypoxanthine- guanine phosphoribosyltransferase,E,
16,pharm,2019,1,18,"Acetyl-CoA carboxylase, propionyl-CoA carboxylase, pyruvate carboxylase의 촉매 반응에 관여하는 조효소는?",biotin,FADH2,NADPH,pyridoxal phosphate,thiamine pyrophosphate,A,
17,pharm,2019,1,21,"사람T세포백혈병바이러스(human T cell leukemia virus) 가 숙주세포에 침입하였을 때, 이 바이러스의 역전사효소에 의해 합성되는 것은?",mRNA,rRNA,tRNA,상보적 DNA 가닥,상보적 RNA 가닥,D,
18,pharm,2019,1,22,살아 있는 동물의 체내에서만 증식할 수 있는 것은?,Bacillus cereus,Rickettsia typhi,Staphylococcus aureus,Streptococcus pyogenes,Mycobacterium tuberculosis,B,
19,pharm,2019,1,23,배뇨 시 동통을 호소하는 환자의 요도 분비물을 Modified Thayer-Martin 배지에 도말하고 5～10% 이산화탄소 존재하에서 배양하여 그람음성 쌍구균(diplococci) 을 분리하였다. 이 균은?,Chlamydia trachomatis,Neisseria gonorrhoeae,Treponema pallidum,Trichomonas vaginalis,Ureaplasma urealyticum,B,
20,pharm,2019,1,24,"결핵치료약으로 사용되며, 원핵세포의 세포벽 구성분자와 구조가 유사하여 기질 경쟁적으로 작용함으로써 peptidoglycan 생합성 과정을 저해하는 것은?",바시트라신(bacitracin),시클로세린(cycloserine),포스포마이신(fosfomycin),레보플록사신(levofloxacin),스트렙토마이신(streptomycin),B,
21,pharm,2019,1,25,반합성 카나마이신류 항생물질인 디베카신을 아실화한 것으로 methicillin-resistant Staphylococcus aureus(MRSA) 감염증에 사용하는 것은?,아미카신(amikacin),아르베카신(arbekacin),네틸마이신(netilmicin),이세파마이신(isepamicin),프리스티나마이신(pristinamycin),B,
22,pharm,2019,1,26,"15환 구조를 지닌 염기성 마크로라이드류 항생물질로, 클라미디아속, 나이세리아속 등 그람음성균에 강한 항균활성을 나타내는 것은?",조사마이신(josamycin),스피라마이신(spiramycin),미데카마이신(midecamycin),아지트로마이신(azithromycin),에리트로마이신(erythromycin),D,
23,pharm,2019,1,27,Vancomycin-resistant enterococci(VRE) 감염증 치료에 사용하는 옥사졸리디논계 항미생물제는?,linezolid,imipenem,daptomycin,teichoplanin,telithromycin,A,
24,pharm,2019,1,28,Zanamivir와 oseltamivir의 공통된 작용기전은?,influenza virus A의 탈피 과정 억제,influenza virus B의 hemagglutinin 기능 억제,influenza virus A와 B의 neuraminidase 기능 억제,herpes simplex virus의 DNA polymerase 기능 억제,human immunodeficiency virus의 reverse transcriptase 기능 억제,C,
25,pharm,2019,1,29,"기생충에 감염되었을 때, 혈액에서 세포수가 급격히 증가하고 과립을 방출하여 기생충의 세포막을 손상시키는 것은?",B 세포,T 세포,호산구,대식세포,수지상세포,C,
26,pharm,2019,1,30,면역글로불린 G(immunoglobulin G) 의 구조적 특징은?,항원결합부위는 1개가 존재함,중쇄는 kappa와 lambda로 구성됨,1개의 중쇄(heavy chain) 와 1개의 경쇄(light chain) 로 구성됨,파파인에 의해 중쇄(heavy chain) 와 경쇄(light chain) 로 분리됨,가변영역(variable region) 과 불변영역(constant region) 이 존재함,E,
27,pharm,2019,1,31,"항원이 세포 표면의 수용체와 결합하면, 활성화되어 형질세포로 분화하는 것은?",B 세포,T 세포,호중구,대식세포,수지상세포,A,
28,pharm,2019,1,32,"T 세포가, 항원제시세포가 제시하는 항원과 공동자극분자를 인지한 후, 다량으로 합성 분비한 물질로, T 세포 자신의 증식을 촉진하는 것은?",histamine,lymphotoxin(LT),interleukin- 2(IL-,interleukin- 10(IL-,tumor necrosis factor- α(TNF- α),C,
29,pharm,2019,1,33,바이러스에 감염된 세포가 바이러스 복제를 방해하는 효소 합성을 유도하기 위하여 분비하는 항바이러스 물질은?,interleukin- 1(IL-,interferon- β(IFN- β),erythropoietin(EPO),platelet- activating factor(PAF),granulocyte- colony stimulating factor(G- CSF),B,
30,pharm,2019,1,34,폐렴구균(Streptococcus pneumoniae) 에 의한 질병을 예방하기 위하여 사용하는 것은?,생백신,약독화 생백신,불활성화 사백신,재조합벡터 백신,협막 다당류를 사용한 백신,E,
31,pharm,2019,1,35,"미열, 두통, 마른기침 증상을 보이는 환자의 기도 세척액을 스테롤과 페니실린이 함유된 혈청배지에 도말, 배양하여 호기성 그람양성균을 분리하였다. 이 균은?",Klebsiella pneumoniae,Legionella pneumophila,Mycobacterium avium,Mycoplasma pneumoniae,Streptococcus pneumoniae,D,
32,pharm,2019,1,36,발적독(erythrogenic toxin) 을 분비하여 성홍열을 일으키는 감염미생물은?,Bacillus anthracis,Clostridium tetani,Staphylococcus aureus,Streptococcus pyogenes,Corynebacterium diphtheriae,D,
33,pharm,2019,1,37,"신경절에 잠복감염 되었다가, 면역기능이 저하되면 활성화되어 통증을 동반한 수포성 발진을 일으키는 DNA 바이러스는?",parvovirus,adenovirus,vaccinia virus,papillomavirus,varicella- zoster virus,E,
34,pharm,2019,1,38,"발열, 구역, 피로 등의 증상을 호소하는 50세 남자의 혈액검사 결과, alanine aminotransferase(ALT) 및 aspartate aminotransferase(AST) 수치가 증가되어 있고 D형 간염 바이러스의 델타 항원이 검출되었다. 이 환자에서 반드시 검출되는 간염 바이러스는?",A형,B형,C형,E형,G형,B,
35,pharm,2019,1,39,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 성매개질환 환자로부터 분리한 병원체를 암시야 현미경법으로 관찰한 결과, 운동성을 가진 나선형균으로 확인되었다. 또한, 이 환자의 혈청은 카디오리핀(cardiolipin) 항원을 침전시켰다. 이 병원체는?",Chlamydia trachomatis,Haemophilus ducreyi,Neisseria gonorrhoeae,Treponema pallidum,Ureaplasma urealyticum,D,
36,pharm,2019,1,40,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 성매개질환 환자로부터 분리한 병원체를 암시야 현미경법으로 관찰한 결과, 운동성을 가진 나선형균으로 확인되었다. 또한, 이 환자의 혈청은 카디오리핀(cardiolipin) 항원을 침전시켰다. 이 병원체와 유사한 형태학적 특징을 지니며, 진드기를 매개로 하는 라임병(Lyme disease) 을 일으키는 것은?",Borrelia burgdorferi,Clostridium perfringens,Neisseria meningitidis,Orientia tsutsugamushi,Rickettsia prowazekii,A,
37,pharm,2019,1,41,"아드레날린 β 수용체에 효능약이 지속적으로 작용할 때, G protein-coupled receptor kinase(GRK) 에 의해 인산화된 수용체의 C-말단 꼬리에 결합하여 탈감작(desensitization) 을 유발하는 단백질은?",β- arrestin,guanylyl cyclase,Hsp90,Janus- kinase(JAK),signal transducers and activators of transcription(STATs),A,
38,pharm,2019,1,42,Buprenorphine(μ-아편수용체 부분효능약) 과 morphine(μ-아편수용체 완전효능약) 을 각각 최대효능을 나타내는 치료용량으로 병용투여 할 경우 나타나는 효과에 대한 설명으로 옳은 것은?,Morphine의 진통효과만 나타난다.,두 약물의 진통효과가 상가(addition) 된다.,두 약물의 진통효과가 나타나지 않는다.,Morphine의 진통효과가 상승(synergism) 된다.,Morphine 단독투여보다 진통효과가 감소된다.,E,
39,pharm,2019,1,43,약물-수용체 상호작용에서 평형해리상수(Kd) 의 역수가 의미하는 것은?,친화력(affinity),생체이용률(bioavailability),최대효능(maximal efficacy),치료지수(therapeutic index),내인성 효능(intrinsic efficacy),A,
40,pharm,2019,1,44,아트로핀(atropine) 을 점안하였을 때 나타나는 약리현상은?,방수(aqueous humor) 분비 감소로 인한 안압 감소,방수 배출 증가로 인한 안압 감소,동공 방사근(radial muscle) 수축에 의한 산동,홍채의 동공조임근(iris sphincter) 수축에 의한 축동,모양체근(ciliary muscle) 수축의 약화로 인한 원근조절 마비,E,
41,pharm,2019,1,45,전신마취 수술에서 마취 전에 투여하는 약물 – 기전 – 사용목적을 옳게 연결한 것은?,thiopental – 도파민 수용체 억제 – 마취 유도,midazolam – GABAB 수용체 억제 – 통증 억제,rocuronium – 니코틴 수용체 차단 – 골격근 이완,ondansetron – 무스카린 수용체 억제 – 구토 방지,dantrolene – GABAA 수용체 차단 – 타액분비 억제,C,
42,pharm,2019,1,46,"조현병 치료약 중 다음 특성을 지니는 것은?• 조현병의 양성과 음성 증상 모두에 효과적임• 추체외로 증상(운동기능 이상) 을 거의 나타내지 않음• 세로토닌 수용체, 히스타민 수용체, 도파민 수용체에 모두 작용함",올란자핀(olanzapine),플루옥세틴(fluoxetine),라모트리진(lamotrigine),플루페나진(fluphenazine),클로르프로마진(chlorpromazine),A,
43,pharm,2019,1,47,"레보도파(levodopa) 를 처방받은 파킨슨증 환자에게 발생할 수 있는 유해작용(식욕부진, 구토, 빈맥) 을 감소시키기 위하여 레보도파와 병용하는 약물은?",apomorphine,carbidopa,haloperidol,tetrabenazine,thioridazine,B,
44,pharm,2019,1,48,아편 유사작용이 없는 순수 아편수용체 길항약은?,펜타닐(fentanyl),날록손(naloxone),날부핀(nalbuphine),옥시코돈(oxycodone),펜타조신(pentazocine),B,
45,pharm,2019,1,49,천식환자에게 흡입용 corticosteroid와 함께 투여하는 지속성 β2 수용체 효능약은?,albuterol,formoterol,ipratropium,montelukast,theophylline,B,
46,pharm,2019,1,50,급성관상동맥증후군 환자에게 사용하는 혈소판 glycoprotein IIb/IIIa 수용체 차단약은?,abciximab,clopidogrel,dipyridamole,heparin,warfarin,A,
47,pharm,2019,1,51,혈관평활근 세포막의 K+ 통로를 개방하는 고혈압치료제로서 모발성장 자극약으로도 사용할 수 있는 것은?,amiodarone,diazoxide,enalapril,minoxidil,nateglinide,D,
48,pharm,2019,1,52,피질집합세관(cortical collecting tubule) 에 있는 상피세포 Na +통로를 직접 차단하여 K+ 배설을 억제하는 이뇨약은?,푸로세미드(furosemide),트리암테렌(triamterene),스피로노락톤(spironolactone),아세타졸아미드(acetazolamide),히드로클로로티아지드(hydrochlorothiazide),B,
49,pharm,2019,1,53,Tubulin과 결합하여 백혈구 이동을 저해함으로써 급성통풍을 치료하는 약물은?,allopurinol,colchicine,febuxostat,pegloticase,probenecid,B,
50,pharm,2019,1,54,"Helicobacter pylori 에 감염된 급성 소화성궤양 환자를 치료하기 위한 삼제요법(triple therapy) 에서 clarithromycin, amoxicillin과 함께 사용하는 약물은?",alosetron,metoclopramide,misoprostol,omeprazole,sulfasalazine,D,
51,pharm,2019,1,55,Dihydrotestosterone의 생성을 억제하는 기능이 있어 전립샘비대 환자에게 사용하는 약물은?,clomiphene,finasteride,oxybutynin,tamoxifen,tamsulosin,B,
52,pharm,2019,1,56,"Glucagon-like polypeptide-1 수용체 효능약으로, 제2형 당뇨병에 사용하는 약물은?",acarbose,liraglutide,metformin,pioglitazone,sitagliptin,B,
53,pharm,2019,1,57,Ofloxacin의 약리기전은?,DNA gyrase 억제,squalene epoxidase 억제,dihydrofolate reductase 억제,산성에서 분해되어 formaldehyde 유리,리보솜 소단위에 결합하여 단백질 합성 억제,A,
54,pharm,2019,1,58,"다음 특성을 지니는 항암약은?• 진행성 신장세포암과 진행성 간세포암의 치료약으로 승인됨• 혈관내피성장인자 수용체, 혈소판유래성장인자 수용체 등 여러 receptor tyrosine kinase와 Raf kinase를 억제함",bevacizumab,bortezomib,erlotinib,imatinib,sorafenib,E,
55,pharm,2019,1,59,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 눈꺼풀처짐(palpebral ptosis), 복시(diplopia), 삼킴곤란(dysphagia) 등의 증상을 호소하는 환자에게 진단 목적으로 약물 X를 정맥주사 한 결과, 이 증상들이 일시적으로 개선되었다. 약물 X의 작용기전은?",도파민 수용체 길항,콜린에스테라제 억제,무스카린 수용체 길항,모노아민 산화효소 억제,아드레날린 α1 수용체 길항,B,
56,pharm,2019,1,60,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 눈꺼풀처짐(palpebral ptosis), 복시(diplopia), 삼킴곤란(dysphagia) 등의 증상을 호소하는 환자에게 진단 목적으로 약물 X를 정맥주사 한 결과, 이 증상들이 일시적으로 개선되었다. 위 증상이 나타나는 질병의 발생기전과 관련이 있는 수용체 – 치료약물을 옳게 연결한 것은?",무스카린 수용체 – atropine,무스카린 수용체 – cyclopentolate,니코틴 수용체 – pyridostigmine,니코틴 수용체 – mecamylamine,아드레날린 α1 수용체 – doxazosin,C,
57,pharm,2019,1,61,"어떤 질병을 진단하기 위해 양성 또는 음성으로만 결과가 도출되는 새로운 검사법을 개발하였다. 이의 타당도를 확인하고자 100명의 환자와 100명의 정상인을 대상으로 검사를 실시하였다. 그 결과, 환자 중 90명, 정상인 중 20명이 각각 양성으로 판정되었다면, 이 검사법의 민감도(sensitivity) 는?",10%,20%,55%,80%,90%,E,
58,pharm,2019,1,62,염소를 이용한 먹는물 살균 과정에서 생성되는 차아염소산(HClO) 과 차아염소산이온(ClO- ) 을 비교한 설명으로 옳은 것은?,살균력과 잔류성이 유사하다.,살균력과 잔류성 모두 ClO- 이 크다.,살균력과 잔류성 모두 HClO가 크다.,"살균력은 ClO- 이 크고, 잔류성은 HClO가 크다.","살균력은 HClO가 크고, 잔류성은 ClO- 이 크다.",E,
59,pharm,2019,1,63,"무색무취의 기체인 자연방사성 물질로서, 토양이나 건축자재로부터 유래하여 폐암을 유발할 수 있는 실내공기 오염물질은?",라돈(Rn),라듐(Ra),세슘(Cs),우라늄(U),스트론튬(Sr),A,
60,pharm,2019,1,64,"Primaquine, sulfapyridine 또는 nitrofurantoin을 복용할 때 용혈빈혈이 생기는 사람들에게 결핍되어 있을 가능성이 높은 효소는?",N- acetyltransferase,aldehyde dehydrogenase,glucose- 6- phosphate dehydrogenase,glutathione- S- transferase,vitamin K epoxide reductase,C,
61,pharm,2019,1,65,"도료, 수지, 플라스틱 등의 용제로 사용되며, 만성적으로 노출되면 조혈기능 손상으로 인한 재생불량빈혈이나 백혈병을 유발하는 발암물질은?",benzene,dimethylnitrosamine,melamine,tetrabromobisphenol A,toluene,A,
62,pharm,2019,1,66,제초제인 paraquat가 폐에 선택적으로 독성을 나타내는 것은 폐포 상피세포의 어떠한 특성 때문인가?,CYP2D6의 선택적 발현,P- glycoprotein의 낮은 발현,"Na + ,K+ - ATPase의 높은 활성",glutathione peroxidase의 높은 활성,polyamine transporter의 특이적 분포,E,
63,pharm,2019,1,67,"중독되면 혈액과 오줌의 δ-aminolevulinic acid 농도를 높이고 빈혈을 유발하며, 신경세포의 탈수초화와 축색돌기 퇴화로 운동신경 기능에 이상을 초래하는 금속은?",납(Pb),비소(As),크롬(Cr),수은(Hg),카드뮴(Cd),A,
64,pharm,2019,1,68,역학조사에서 한 폐광지역에 거주하는 주민들이 타 지역 거주자들에 비해 혈중 metallothionein 농도가 높고 오줌 중 저분자 단백질의 검출 빈도도 높았으며 골연화증 환자가 많았다. 이 폐광지역 주민들이 노출되었을 것으로 추정되는 물질은?,납(Pb),비소(As),크롬(Cr),카드뮴(Cd),코발트(Co),D,
65,pharm,2019,1,69,"농약에 중독되어 구토, 설사, 축동, 기관지 수축, 경련, 호흡곤란과 같은 증상이 나타날 때 응급처치를 위해 사용할 수 있는 것은?",atropine,citric acid,dimercaprol,methylene blue,penicillamine,A,
66,pharm,2019,1,70,식품 중의 단백질 영양가를 평가하는 데에 이용되는 단백질가(protein score) 를 산출하기 위해 필요한 정보는?,단백질 효율,단백질 섭취량,체내 단백질 잔존량,달걀 중 제한 아미노산의 양,해당 식품 중 제한 아미노산의 양,E,
67,pharm,2019,1,71,신생아를 대상으로 한 선천성 대사이상 선별검사에서 혈중 메티오닌(methionine) 수치가 정상치보다 높았다. 이상이 있을 것으로 추정되는 대사 효소는?,branched- chain α- keto acid dehydrogenase,cystathionine β- synthase,fumarylacetoacetate hydrolase,phenylalanine hydroxylase,tyrosine aminotransferase,B,
68,pharm,2019,1,72,"영양소 결핍에 의해 잇몸이나 피하의 출혈, 치아나 뼈의 발육 이상, 상처 치유의 지연, 피로감과 같은 증상이 나타날 때 이를 개선하기 위해 권장할 수 있는 식품은?","달걀, 우유","콩, 옥수수","감귤, 시금치","꽁치, 고등어","닭고기, 소고기",C,
69,pharm,2019,1,73,"콜라겐 가교화를 매개하는 lysyl oxidase의 기능에 필수적이므로, 결핍되면 결합 조직이 약화되어 심장이나 혈관 장애를 유발하는 무기질은?",철(Fe),아연(Zn),구리(Cu),망간(Mn),셀레늄(Se),C,
70,pharm,2019,1,74,Felodipine이나 simvastatin을 자몽주스와 함께 복용하지 않도록 하는 것은 자몽주스의 어떠한 작용 때문인가?,CYP3A4 억제,CYP1A2 유도,담즙분비 유도,위장관운동 촉진,P- glycoprotein 유도,A,
71,pharm,2019,1,75,단백질이 부패될 때에 리신(lysine) 이 탈탄산되어 생성되는 분해산물은?,agmatine,cadaverine,histamine,putrescine,tyramine,B,
72,pharm,2019,1,76,"덜 익힌 소고기 햄버거를 섭취한 어린이가 용혈빈혈, 혈소판 감소, 급성 신장기능장애 등의 용혈요독증후군 증상을 보였다. 이 증상의 원인균은?",포도알균,살모넬라균,보툴리누스균,장염비브리오균,장출혈성대장균,E,
73,pharm,2019,1,77,간경화를 앓고 있는 성인 남자가 여름철에 생선회와 초밥을 먹은 후에 구토와 설사를 하고 피부병변과 괴사성 근막염을 보이다가 패혈증과 쇼크로 사망하였다. 감염되었을 것으로 추정되는 균은?,Campylobacter jejuni,Clostridium botulinum,Staphylococcus aureus,Vibrio vulnificus,Yersinia enterocolitica,D,
74,pharm,2019,1,78,"식품 중에서 환원된 후 작용하는 식품첨가물로서, 과량 섭취 시 methemoglobin 혈증을 일으키고, 식품의 2급 아민과 반응하여 발암성 물질을 생성할 수 있는 것은?",질산칼륨,황산제일철,아황산나트륨,안식향산나트륨,아황산수소나트륨,A,
75,pharm,2019,1,79,다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 인구 천만 명이 거주하는 한 도시의 모든 사람이 어떤 발암성 대기오염물질에 노출되었다. 인체위해성평가에서 이 대기오염물질의 개인초과발암위해도가 2×10^-6으로 산출되었다. 위 사례에서 도시의 주민 모두가 이 화학물질에 현재의 수준으로 평생 노출된다면 이 물질에 의해 추가적으로 암이 발생할 수 있는 인구수는?,2,10,20,100,200,C,
76,pharm,2019,1,80,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 인구 천만 명이 거주하는 한 도시의 모든 사람이 어떤 발암성 대기오염물질에 노출되었다. 인체위해성평가에서 이 대기오염물질의 개인초과발암위해도가 2×10^-6으로 산출되었다. 위 사례에서 현오염도수준이 5 μg/L이었다면, 이 대기오염물질의 단위위해도(unit risk) 는? [단위: (μg/L) ^-1]",4×10^-5,2.5×10^-5,4×10^-6,2.5×10^-6,4×10^-7,E,
77,pharm,2019,1,81,허혈 ∙ 재관류에 의한 세포손상의 원인물질은?,지방,핵산,단백질,리포푸신,활성산소종,E,
78,pharm,2019,1,82,"모세혈관 주위에 많이 분포하며, 손상 부위에서 활성화되면 히스타민을 분비하고, 제1형 과민반응을 매개하는 세포는?",혈소판,호중구,비만세포,대식세포,섬유모세포,C,
79,pharm,2019,1,83,"재생불량빈혈 환자가 동종이형 골수를 이식받은 날로부터 6일 후 박리성 피부발진, 황달, 혈액이 섞인 설사 증세를 보이면서 간기능이 나빠졌다. 이러한 증상의 원인은?",급성 거부반응,만성 거부반응,면역억제약물 부작용,재생불량빈혈의 재발,급성 이식편대숙주반응,E,
80,pharm,2019,1,84,"10여 년 전에 사람면역결핍바이러스(human immunodeficiency virus) 감염 판정을 받은 환자가 결핵 증상 때문에 투베르쿨린 피부검사를 받았는데 결과는 음성이었고, 추가로 흉부 X-선 촬영 및 객담검사를 통해 결핵 확진을 받았다. 투베르쿨린 피부검사에서 음성이 나온 이유는?",면역관용,지연과민반응 소실,항체의존세포매개독성 소실,아루투스반응(Arthus reaction),에피토프 확산(epitope spreading),B,
81,pharm,2019,1,85,죽상동맥경화 진행의 초기병소인 지방반을 형성하는 주요 세포는?,림프구,지방세포,거품세포,평활근세포,혈관내피세포,C,
82,pharm,2019,1,86,정맥류가 지속될 때 발생하는 합병증인 갈색경화성 정체피부염(stasis dermatitis) 의 발생 기전은?,알부민의 혈관 외 침착,정맥류 부위의 세균 감염,혈관 외로 유출된 적혈구의 용해,혈관 외로 유출된 대식세포의 식작용,혈관 외로 유출된 림프구의 면역반응,C,
83,pharm,2019,1,87,상행 대동맥에서 흔히 발생하는 대동맥박리(aortic dissection) 의 주요 원인은?,고혈압(hypertension),심내막염(endocarditis),죽상경화증(atherosclerosis),측두동맥염(temporal arteritis),폐쇄혈전혈관염(thromboangiitis obliterans),A,
84,pharm,2019,1,88,다음의 환자 상태에서 다리 증상을 유발한 원인은?• 극심한 흉통으로 심근경색을 진단받음• 복부대동맥 동맥류와 심장벽혈전의 존재가 확인됨• 한쪽 다리에 수차례의 이상증상(아프고 차가워졌다가 다시 괜찮아짐) 이 발생함,혈관염(vasculitis),혈소판감소증(thrombocytopenia),림프관폐쇄(lymphatic obstruction),동맥혈전색전증(arterial thromboembolism),파종혈관내응고(disseminated intravascular coagulation),D,
85,pharm,2019,1,89,"기관지의 점액폐쇄가 있거나 복부수술 후 통증에 의해 호흡운동이 감소되는 경우에 발생하며, 확장된 폐조직의 붕괴가 특징인 질환은?",규폐증(silicosis),무기폐(atelectasis),기도감염증(airway infection),기관지확장증(bronchiectasis),세균성허파염(bacterial pneumonia),B,
86,pharm,2019,1,90,폐기종의 원인은?,리파아제의 활성 감소,아밀라아제 활성 감소,엘라스타아제 활성 감소,알파1 항트립신 활성 감소,콜라겐분해효소 활성 감소,D,
87,pharm,2019,1,91,"직장결장암의 다단계 발암 과정에서 다음 설명에 해당하는 유전자는?• APC 변이, DNA 메틸화 비정상화(abnormality) 단계 후에 돌연변이가 발생함• 돌연변이 시 표피성장인자수용체 차단약인 세툭시맙(cetuximab) 에 대한 약물 반응성이 없음",DCC,KRAS,MSH2,TCF- 4,TP53,B,
88,pharm,2019,1,92,"과음과 과식 후 극심한 상복부통증, 구역, 구토 증상을 보인 환자에서 혈청 아밀라아제와 리파아제 수치가 상승하였고, 이자관 근처에서 쓸개돌이 관찰되었다고 한다. 이러한 특징을 보이는 질환은?",급성위염(acute gastritis),급성식도염(acute esophagitis),급성쓸개염(acute cholecystitis),급성이자염(acute pancreatitis),쓸개암(gallbladder carcinoma),D,
89,pharm,2019,1,93,사람유두종바이러스 16형(human papillomavirus type 16) 감염으로 미세침습성 편평세포암종이 발생하는 과정에서 바이러스 단백질인 E6에 의해 불활성화되는 종양억제단백질은?,NF1,VHL,p53,PTEN,PTCH1,C,
90,pharm,2019,1,94,"다형핵 백혈구가 자궁내막에 비정상적으로 존재하는 질환으로, 자궁목관문이 분만 또는 의료기구에 의해 손상된 후에 발생하는 상행성 감염이 원인인 것은?",자궁내막염(endometritis),자궁내막증(endometriosis),자궁샘근증(adenomyosis uteri),자궁내막용종(endometrial polyp),자궁내막과다형성(endometrial hyperplasia),A,
91,pharm,2019,1,95,다음 증상을 호소하는 37세의 여자에서 나타나는 내분비계 변화는?• 다습한 피부와 안구 돌출• 체온이 높고 땀 과다 분비• 빈맥과 과도한 가슴 두근거림• 수개월 동안의 신경쇠약과 현격한 체중 감소,프로락틴의 분비 증가,성장호르몬의 선천성 결함,부신피질자극호르몬의 분비 증가,혈청 갑상샘자극호르몬의 수치 증가,혈중 triiodothyronine(T,E,
92,pharm,2019,1,96,"크로이츠펠트-야콥 질환(Creutzfeldt-Jakob disease), 쿠루(kuru), 게르스트만-슈트로이슬러-샤잉커 증후군(Gerstmann-Sträussler- Scheinker syndrome) 의 공통된 병인은?",신경세포 내 루이체 축적,신경세포 내 리포푸신 축적,신경세포 내 네그리소체 축적,신경세포 내 헤모시데린 축적,신경세포 내 불용성 프리온 축적,E,
93,pharm,2019,1,97,젊은 남자에서 경계가 뚜렷한 홍반성 반점이 무릎과 팔꿈치에 나타나고 각질 증식과 은백색의 비늘판이 동반되었다. 이 질환의 발병 기전은?,바닥막층 증식,모반의 수 증가,피지샘세포의 수 감소,비만세포의 활성 억제,T 림프구의 표피 침윤,E,
94,pharm,2019,1,98,당뇨백내장 발생의 주된 기전은?,망막의 혈관신생,망막분리로 인한 출혈,망막동맥의 죽상경화증,수정체 내 소르비톨 증가,홍채 색소상피층의 글리코겐 증가,D,
