,subject,year,period,q_number,question,A,B,C,D,E,answer,cot
10,dentist,2020,1,16,총의치 치료 전 무치악 환자에게 시행하는 파노라마방사선 검사의 주된 평가 목적은?,기존 병력,점막의 상태,연대기적 연령,점막하 조직의 상태,악간관계의 전후위치,D,
11,dentist,2020,1,17,총의치 치료를 위한 전처치로 외과적 방법보다 비외과적 방법이 적합한 경우는?,외상성 궤양,과도한 골융기,상악 원심협측의 외골증,치조골능에 위치한 소대,섬유성 과증식으로 정출된 상악결절,A,
12,dentist,2020,1,18,Kennedy-Applegate의 부분무치악 분류로 파악할 수 있는 사항은?,잔존치아의 수,잔존치아의 위치,추가결손부의 수,추가결손부의 위치,추가결손부의 크기,C,
13,dentist,2020,1,19,"부분무치악 모형을 서베잉할 때, 악궁의 양측 지대치에서 유지력을 얻기 위한 언더컷의 양이 다른 경우, 이를 해결하기 위해 변경해야 하는 것은?",주연결장치의 종류,부연결장치의 위치,레스트시트의 위치,간접유지장치의 위치,직접유지장치의 재료,E,
14,dentist,2020,1,22,전치부 색조선택 시 유의해야 할 사항은?,치아 표면을 건조시켜 선택한다.,두 개 이상의 광원에서 선택한다.,붉은색의 물체를 본 후 선택한다.,장시간 자연치를 관찰하여 선택한다.,치아로부터 1 m 떨어진 곳에서 선택한다.,B,
15,dentist,2020,1,23,자연치와 비교할 때 임플란트 주위조직의 특징은?,혈관분포가 풍부하다.,탐침깊이(probing depth)가 얕다.,고유감각기(proprioceptor)가 많다.,임플란트 표면에 아교섬유가 삽입된다.,결합조직섬유군은 임플란트 표면과 평행하게 주행한다.,E,
16,dentist,2020,1,24,"심하게 흡수된 상하악 무치악 치조제를 가진 환자의 총의치 치료 시, 인공치선택 -교합설계의 조합으로 옳은 것은?",무교두 치아-상호보호교합,반해부학적 치아-군기능교합,해부학적 치아-상호보호교합,무교두 치아 - 양측성 균형교합,해부학적 치아 - 양측성 균형교합,D,
17,dentist,2020,1,25,총의치 치료 시 완압(relief)이 필요한 부위는?,협붕(buccal shelf),이공(mental foramen),구개추벽(palatine rugae),구개소와(palatine foveae),상악결절(maxillary tuberosity),B,
18,dentist,2020,1,26,총의치 치료를 위한 하악 인상 시 구강저의 변연형성에 가장 많은 영향을 미치는 근육은?,깨물근(masseter m.),볼근(buccinator m.),턱목뿔근(mylohyoid m.),안쪽날개근(medial pterygoid m.),가쪽날개근(lateral pterygoid m.),C,
19,dentist,2020,1,27,총의치 치료를 위한 악간관계 기록 시 교합제의 전후방 가상 교합평면을 설정하는 기준은?,구각간선,동공간선,비익이주선,안면정중선,Frankfort 평면,C,
20,dentist,2020,1,28,"총의치 악간관계 기록과정에서 다음 술식으로 채득하는 것은?
· 술자의 왼손으로 환자의 구강내 상하악 기록상을 치조제에 정확하게 위치시킨다. · 술자의 오른손 엄지를 환자의 이부에 위치시키고 턱을 가볍게 잡는다. · 환자의 하악을 후상방으로 가볍게 밀면서 접번운동을 확인 후 폐구시킨다.",중심위,전방활주로,최대개구위,최전방접촉위,후방한계개구로,A,
21,dentist,2020,1,29,Hanau의 교합법칙에서 총의치의 양측성 균형교합을 형성 하기 위해 변경가능한 요소는?,"교두 높이, 조절만곡","교두 높이, 절치유도 경사","교두 높이, 과두유도 경사","과두유도 경사, 조절만곡","과두유도 경사, 절치유도 경사",A,
22,dentist,2020,1,30,상하악 모두 심하게 흡수된 치조제를 가진 완전무치악 환자의 총의치 치료를 위해 인공치를 배열하려 한다. 상악 전치의 순설위치 -하악 구치의 협설위치의 기준이 되는 해부학적 구조물의 조합으로 옳은 것은?,구개정중선 - 협붕,절치유두 - 후구치삼각,구개추벽 - 하악 외사선,절치유두- 하악 치조정,구개정중선 - 하악 악설골융선,B,
23,dentist,2020,1,31,총의치 치료 시 상악의 구개진동선(ah-line)에 관한 설명으로 옳은 것은?,경구개에 존재한다.,명확한 직선의 형태로 관찰된다.,상악 의치의 후방한계를 결정한다.,상악 의치의 지지에 중요한 역할을 한다.,경구개와 연구개 사이의 경계를 의미한다.,C,
24,dentist,2020,1,32,총의치 제작을 위한 납의치 매몰 시 상함에서 이차매몰을 시행함으로써 예방할 수 있는 것은?,중합 시 레진 수축,플라스크 내 왁스 잔류,레진 전입 시 기포 발생,의치상 내면의 기포 발생,해함(deflasking) 시 의치 파절,E,
25,dentist,2020,1,33,"총의치의 제작을 위한 진료실재부착 과정에서 편심위 선택 삭제를 시행하려 한다. 측방운동 시 균형측 교두간섭을 발견 하였다면, 선택삭제가 필요한 부위는?",상악 협측 교두의 내사면,상악 설측 교두의 외사면,하악 협측 교두의 내사면,하악 설측 교두의 외사면,하악 설측 교두의 내사면,C,
26,dentist,2020,1,34,새로운 총의치를 장착한 환자의 교육에 관한 설명으로 옳은 것은?,혀를 후방으로 유지하도록 한다.,신문이나 잡지를 소리내어 읽는 연습을 한다.,빠른 적응을 위해 단단한 음식부터 섭취한다.,처음 장착 후 한 달간 의치를 제거하지 않는다.,마모제가 함유된 치약을 칫솔에 묻혀 의치를 세척한다,B,
27,dentist,2020,1,35,상악 국소의치 금속구조물을 위한 주모형 비딩(beading)의 설명으로 옳은 것은?,부연결장치의 윤곽을 표시한다.,금속과 레진의 경계선에 형성한다.,깊이와 폭은 1.5 mm 정도로 형성한다.,레진 의치상의 조직방향 변위를 방지한다.,주연결장치와 구개의 긴밀한 접촉을 부여한다.,E,
28,dentist,2020,1,36,가공선(wrought-wire) 유지암을 가진 조합형 클라스프의 장점은?,우수한 견고성,단순한 제작과정,우수한 치면 적합성,낮은 피로파절 가능성,장기간 안정적인 유지력,D,
29,dentist,2020,1,37,국소의치 구성요소 중 간접유지장치의 기능에 관한 설명으로 옳은 것은?,의치 탈락에 저항한다.,주지대치에 1종 지레힘이 작용한다.,경사면에 접촉 시 효율적으로 기능한다.,전치부에 설계 시 치아의 순측 이동에 저항한다.,잔존치조제의 장축을 중심으로 한 회전을 방지한다.,A,
30,dentist,2020,1,38,국소의치 의치상 중에서 레진상과 비교할 때 금속상의 자정성(self-cleansing)이 상대적으로 우수한 이유는?,낮은 밀도,무거운 중량,높은 열전도성,협측 외형의 조절성,"이온화, 산화에 의한 정균작용",E,
31,dentist,2020,1,39,국소의치를 위해 건전한 법랑질에 지대치 형성 시 가장 먼저 시행하는 과정은?,유도면 형성,언더컷 제거,변연융선 삭제,협면 외형 형성,교합면 레스트시트 형성,A,
32,dentist,2020,1,40,부분무치악의 개조모형(altered cast)을 위한 이차인상 과정 중 변연형성을 하기에 적절한 재료는?,인상용 석고,폴리설파이드,인상용 콤파운드,낮은 점도 실리콘,가역성 하이드로콜로이드,C,
33,dentist,2020,1,41,기공소에서 국소의치 금속구조물이 주모형에 제작되어 왔을 때 주모형 상에서 확인해야 할 사항은?,왁스를 이용한 레스트의 적합도,유지암이 지대치와 접촉하여 긁힌 자국,압력지시재를 이용한 티슈스탑의 적합도,서베이드 크라운과 대합치의 조기접촉 여부,스프레이형 적합확인재를 이용한 내면의 기포,B,
34,dentist,2020,1,43,국소의치 의치상의 연마면 납형형성에 관한 설명으로 옳은 것은?,구치부 인공치 사이에 치간공극을 형성한다.,하악 의치의 원심 설측면을 볼록하게 형성한다.,전치부에서는 치은연의 높이를 동일하게 형성한다.,하악 의치의 협측 변연두께는 최종인상체보다 얇게 형성 한다.,금속구조물과의 경계부위는 연마할 때 소실될 양만큼 왁스를 추가한다.,E,
35,dentist,2020,1,44,하악 후방연장 국소의치를 장착한 후 구토반사를 호소할 때 일반적인 해결방법은?,취침 시 의치 제거 지시,클라스프의 유지력 조절,대구치 부위의 교합조정,국소의치 착탈방법 교육,원심 설측 의치상연 조정,E,
36,dentist,2020,1,45,생활치의 지대치 형성 시 치수손상을 방지하기 위한 주의 사항은?,압력을 가하며 삭제한다.,고속기구와 공기냉각을 사용한다.,절삭효율이 높은 기구를 사용한다.,치아 형성 중 알콜로 자주 소독한다.,냉각수의 간헐적 주수하에 삭제한다.,C,
37,dentist,2020,1,46,전치부 수복 시 임시수복물을 이용하여 의도적으로 형성한 오목한 형태(concavity)의 치조제에 적합되는 가공치 형태는?,콘형(conical type),난원형(ovate type),안장형(saddle type),위생형(hygienic type),변형 치조제 피개형(modified ridge lap type),B,
38,dentist,2020,1,47,치은 압배에 관한 설명으로 옳은 것은?,인접면부터 압배사를 위치시킨다.,치은이 건조한 상태에서 제거한다.,부착치은이 없을 때는 전기수술기를 이용한다.,심혈관질환자는 에피네프린이 함유된 압배사를 이용한다.,"이중압배사 술식 적용 시 굵은 압배사, 가는 압배사 순으로 위치시킨다.",A,
39,dentist,2020,1,48,48. 고정성 보철 치료를 위해 고무인상재를 이용한 인상채득 시 기성트레이에 비해 개인트레이 사용의 장점은?,치료 기간 감소,소독 과정의 편의성,구강내에서 쉬운 철거,인상체의 체적 안정성 확보,타액 및 수분의 효과적인 조절,D,
40,dentist,2020,1,49,고정성 보철물의 주조 후 발생하는 실패 양상 - 원인의 조합 으로 옳은 것은?,짧은 변연-과도한 주조압,교합면 결절(nodule) - 납형내 이물질,거친 표면 - 기준보다 높은 소환 온도,주조체 외면의 핀(fin) - 가늘고 긴 주입로,고체화 수축(suck-back) 기포 - 표면 처리제 미사용,C,
41,dentist,2020,1,50,금속도재관의 도재 소성 후 도재층 내에서 균열이 발생하였다. 추정되는 원인은?,도재 소성 후 서냉,과도한 도재층 두께,습윤 상태에서 도재 축성,금속 코핑 표면의 환원 처리,금속 코핑 표면의 과도한 산화막,B,
42,dentist,2020,1,51,수직공간이 부족한 하악에서 제1대구치가 상실되어 제2 소구치와 제2대구치를 지대치로 하는 금속도재관으로 수복 하고자 한다. 구강내 시적 시 적절하게 설계된 상황으로 평가 할 수 있는 것은?,가공치 조직면이 금속이다.,변연융선이 인접치보다 낮다.,치경부 치간공극이 인접치보다 작다.,가공치는 치조제의 비각화점막 위에 위치한다.,가공치 조직면이 치조제의 설측에서 접촉을 이룬다.,A,
43,dentist,2020,1,52,주조 금관의 변연 적합을 구강내에서 확인 및 조정하는 과정에 관한 설명으로 옳은 것은?,짧은 변연은 납착하여 조정한다.,방사선사진을 보조 자료로 활용한다.,치은연하 변연의 조정은 구강내에서 시행한다.,임상적으로 허용되는 변연간극은 20 �m 이하이다.,변연 적합을 먼저 확인한 후 인접 접촉점을 확인한다.,B,
44,dentist,2020,1,53,주조 금관의 최종 합착을 위해 임시합착재로 사용한 산화 아연유지놀시멘트를 제거하는 적절한 방법은?,인산 처리,고온에서 소환,과산화수소수 세척,알루미나 입자 공기 분사,회전식 절삭도구로 내면 삭제,D,
45,dentist,2020,1,54,전부도재관의 합착 · 접착에 관한 설명으로 옳은 것은?,치면은 불산으로 전처치한다.,알루미나 도재관은 광중합 레진시멘트를 사용한다.,자가접착형 레진시멘트 사용 시 지각과민증이 호발한다.,리튬 디실리케이트 도재관은 인산아연시멘트를 사용한다.,백류석 강화형 도재관에 레진시멘트 사용은 파절방지에 도움이 된다.,E,
46,dentist,2020,1,55,"근관치료된 치아를 포스트 치료 후 고정성 보철물로 수복 하였는데, 치근 파절이 발생하였다. 추정되는 원인은?",섬유 강화 포스트를 사용하였다.,교합력 방향과 평행하도록 제작하였다.,폴리카르복실레이트 시멘트로 합착하였다.,포스트의 직경이 치근 직경의 1/2 이상이었다.,ferrule effect를 가지도록 치관 변연을 형성하였다.,D,
47,dentist,2020,1,56,저체중 출생아에 관한 설명으로 옳은 것은?,선천적 치아 결손이 흔하다.,우리나라에서는 감소하는 추세다.,다태아와 단태아에서 발생빈도는 같다.,유치의 치아우식증이 조기에 발생하고 급진전되는 경향이 있다.,"출생 시 체중이 1,000 g 미만인 신생아를 극소 저체중 출생아라고 한다.",D,
48,dentist,2020,1,58,법랑질의 물리화학적 특징 중 영구치와 유치에서 동일한 것은?,결정의 구조,결정의 크기,유기질 함유율,산에 의해 용출되는 칼슘의 양,산성불화인산 젤에 대한 반응성,A,
49,dentist,2020,1,59,5세 어린이가 유치의 적갈색 색소 침착으로 내원하였다. 병력 청취를 통해 붉은색 뇨를 배설하며 빛에 민감하고 손과 안면에 수포가 발생한 적이 있었음을 파악하였다. 관련 질환은?,포피린증(porphyria),낭성섬유증(cystic fibrosis),저인산효소증(hypophosphatasia),태아적아구증(erythroblastosis fetalis),주기성호중구감소증(cyclic neutropenia),A,
50,dentist,2020,1,60,구루병 환자에게 주로 발생하는 치아발육장애는?,우상치,왜소치,조기 맹출,맹출 지연,선천적 결손,D,
51,dentist,2020,1,61,유치의 조기탈락을 보이는 전신 질환은?,팔로네증후(tetralogy of Fallot),저인산효소증(hypophosphatasia),골형성부전증(osteogenesis imperfecta),두개안면이형성증(craniofacial dysostosis),쇄골두개이형성증(cleidocranial dysostosis),B,
52,dentist,2020,1,62,Piaget의 인지발달 단계 중 대상영속성(object permanence) 개념은 어느 시기에 획득되는가?,전조작기,감각운동기,형식적조작기,구체적조작기,신뢰적조작기,B,
53,dentist,2020,1,63,"Freud 이론의 잠복기에 해당되는 시기로, Erikson의 심리 사회적 단계의 양극개념은?",친밀성 대 고립감,근면성 대 열등감,주도성 대 죄책감,생산성 대 침체성,자아정체성 대 역할혼란,B,
54,dentist,2020,1,64,"5세 어린이의 하악 제1유구치에 치수절단술 후 기성금속관 으로 수복하려고 계획하였으나, 당일 협조가 어려워 치수절단술만 시행하였다. 이에 해당하는 행동유도의 기본원리는?",조직화,진실성,인내심,유연성,성실성,D,
55,dentist,2020,1,65,아산화질소-산소 흡입진정을 사용하기에 적합한 환자는?,활동성 결핵을 가진 8세 어린이,찢어진 윗입술을 봉합해야 하는 1세 어린이,Frankl의 행동분류 1급에 해당되는 4세 어린이,알레르기성 비염이 있어 입으로 숨쉬는 5세 어린이,치료를 받으려는 마음은 있으나 구역질이 심한 6세 어린이,E,
56,dentist,2020,1,66,"상기도 감염으로 구강호흡을 하는 4세 어린이에게 하악 좌측 유견치의 근원심면과 제1, 2유구치 인접면의 수복치료를 하려고 한다. 러버댐 장착 시 옳은 것은?",러버댐에 총 3개의 구멍을 형성한다.,구멍 간의 간격은 4~5 mm로 형성한다.,전치부의 방습을 위해서 유견치에 클램프를 위치시킨다.,순측부터 클램프를 끼우는 것이 장착에 용이하며 혀를 보호할 수 있다.,구강호흡을 위해 러버댐의 우측 부위에 약 2cm 크기의 구멍을 만들어 준다.,E,
57,dentist,2020,1,67,아말감 수복을 위한 유구치 11급 와동의 인접면 형성에 관한 설명으로 옳은 것은?,치은벽에는 사면(bevel)을 형성한다.,치은벽의 폭은 2 ~ 3 mm 정도로 형성한다.,인접면 와동의 축벽과 설측벽은 둔각이 되게 형성한다.,치수축벽선각(axiopulpal line angle)은 둥글게 형성한다.,인접면 쪽의 와동치면각(cavosurface angle)은 둔각이 되게 형성한다.,D,
58,dentist,2020,1,68,하악 제1유구치에 기성금속관 시적 시 장착은 되었으나 회전되는 원인은?,선택한 기성금속관이 너무 크다.,지대치의 교합면 삭제가 불충분하다.,지대치의 인접면 및 협설면 삭제가 불충분하다.,원심면 치은변연에 선반형태(ledge)가 남아 있다.,기성금속관의 치경부가 치은하방으로 너무 깊게 위치되었다.,A,
59,dentist,2020,1,69,9세 어린이의 하악 제1대구치에 3면 이상의 치관 파괴를 동반한 심한 molar-incisor hypomineralization이 관찰되었다. 치과치료의 협조도는 좋으나 구강위생관리가 잘되지 않는 경우 수복은?,아말감,복합레진,금인레이,기성금속관,글라스아이오노머,D,
60,dentist,2020,1,70,유치의 근관에 관한 설명으로 옳은 것은?,하악 제2유구치는 대부분 2개의 독립 근관이 있다.,하악 유견치는 협설측으로 납작한 타원형 모양이다.,상악 유절치의 25% 정도에서 2개의 독립 근관이 있다.,상악 제1유구치의 근심협측 근관은 75% 정도가 2개로 분지 된다.,상악 제2유구치의 원심협측 근관은 90% 이상에서 2개로 분지된다.,D,
61,dentist,2020,1,71,재생치수치료(regenerative endodontic treatment)에 사용되는 약제 중 치아변색을 일으키는 것은?,cefaclor,minocycline,clindamycin,ciprofloxacin,metronidazole,B,
62,dentist,2020,1,73,혼합치열기에 유치발치 혹은 치간삭제를 시행하는 공간감독 (space supervision)에 관한 설명으로 옳은 것은?,제2소구치의 치근이 2/3 정도 형성된 이후 시작한다.,상악 치아의 맹출이 하악보다 먼저 이루어지도록 해야 한다.,필요공간과 가용공간의 차이가 5mm 이상인 경우 시행한다.,하악 제1대구치의 후기 근심이동이 일어나지 않도록 해야 한다.,상악에서 견치-제1소구치-제2소구치 순으로 맹출하도록 유도한다.,D,
63,dentist,2020,1,74,골격성 III급 부정교합과 비교할 때 기능성 III급 부정교합의 특징은?,하악우각이 정상범위보다 크다.,안정위와 교합위에서 하악전돌이 보인다.,하악을 후방으로 유도시킬 때 후방이동이 거의 없다.,상악전치의 순측경사와 하악전치의 설측경사를 보인다.,폐구 시 하악이 전치부에서 조기접촉 후 전방으로 이동한다.,E,
64,dentist,2020,1,75,생후 1개월경 영아형 연하(infantile swallowing) 시 성인 연하 시보다 더 많이 활동하는 뇌신경은?,삼차신경(trigeminal n.),갓돌림신경(abducens n.),얼굴신경(facial n.),혀인두신경(glossopharyngeal n.),더부신경(accessory n.),C,
65,dentist,2020,1,76,"몸무게가 15kg인 어린이에게 사용할 수 있는 1 : 100,000 에피네프린이 함유된 2% 리도카인 국소마취제의 최대 허용량은?",2.7 mL,3.3 mL,3.9 mL,4.5 mL,5.1 mL,B,
66,dentist,2020,1,77,유치의 함입 손상으로 계승영구치에 나타날 수 있는 치아 발육장애는?,치외치,치내치,융합치,만곡치,우상치,D,
67,dentist,2020,1,79,유치 및 영구치의 외상성 치근파절에 관한 설명으로 옳은 것은?,파절선이 치경부에 가까울수록 예후가 좋다.,치근파절 후 대치성치근흡수가 주로 나타난다.,유치열에서는 치근이 완성되기 이전에 호발한다.,탈구된 경우보다 치수생활력이 유지되는 경우가 많다.,치근단 방사선 촬영 시 정상 각도보다 수평으로 15~ 20도 각도를 주어 촬영한다.,D,
68,dentist,2020,1,80,비장애인과 비교 시 뇌성마비 환자의 구강증상으로 옳은 것은?,외상이 적게 발생한다.,주로 III급 부정교합이 나타난다.,치아우식증 발생이 차이가 없다.,이갈이가 2배 이상 많이 나타난다.,법랑질저형성증 발생이 차이가 없다.,D,
69,dentist,2020,1,81,장애에 따른 일반적인 구강증상으로 옳은 것은?,자폐증 - 법랑질저형성증,시각장애 - 치아 맹출 지연,다운증후군 - 치아 수 이상,지적장애 - 선천적 치아결손,경련성질환 - 치아 형태 이상,C,
70,dentist,2020,2,2,"유아기 뇌 성장과 소아청소년기 상기도 영역의 성장 발육에 상응하여 두개저 크기가 조절되도록, 출생 후 가장 늦게 유합 하는 연골결합은?",접형골간 연골결합,접형사골 연골결합,접형후두골 연골결합,전방 후두골간 연골결합,후방 후두골간 연골결합,C,
71,dentist,2020,2,3,상악골의 성장 양상으로 옳은 것은?,연골성 성장을 한다.,절치부의 순측과 구개측에서 골 흡수가 일어난다.,비상악복합체는 두개골로부터 전하방으로 전위된다.,구개측과 비강측의 골첨가로 구개의 두께 증가가 일어난다.,하악골보다 일반형 성장곡선(general curve)에 더 가까운 성장 양상을 보인다.,C,
72,dentist,2020,2,5,유치의 유착에 관한 설명으로 옳은 것은?,교정적으로 상방견인한다.,즉시 근관치료를 시행한다.,하악보다 상악에서 자주 발생한다.,유착은 유치보다 영구치에서 자주 발생한다.,"유구치 유착의 경우, 이환측 구치부 개방교합이 나타난다.",E,
73,dentist,2020,2,7,치열의 발육과정 중 사춘기 최대성장기에 상악이 하악의 수평성장을 수용할 수 있도록 안전밸브(safety valve)로 작용 하는 것은?,상악 견치간 폭경,상악 소구치간 폭경,상악 구치간 폭경,하악 견치간 폭경,하악 구치간 폭경,A,
74,dentist,2020,2,8,과잉치가 호발하는 부위는?,상악 중절치 사이,상악 소구치 사이,하악 소구치 사이,상악 측절치와 견치 사이,하악 측절치와 견치 사이,A,
75,dentist,2020,2,10,성장기 습관성 구강호흡을 하는 부정교합자의 임상 소견은?,높은 혀 위치,안면고경 증가,낮고 넓은 구개,전치부 심피개교합,수평적인 하악 평면각,B,
76,dentist,2020,2,11,하악 절치 맹출 초기에 일시적으로 나타나며 정상 발육과정 으로 여기는 현상은?,반대교합,개방교합,근심교합,심피개교합,경미한 크라우딩,E,
77,dentist,2020,2,13,골격성 III급 부정교합에서 관찰되는 근 기능 이상이나 보상성 변화에 관한 설명으로 옳은 것은?,높은 혀 위치,상순 기능과다,상악 절치 설측경사,하악 절치 설측경사,얕은 이순구(mentolabial sulcus) 형성,D,
78,dentist,2020,2,14,"13세 남자의 구강 검사 결과 상악 중절치는 설측경사 되어 있고 측절치는 순측경사 되어 있으며, 상악구치부는 하악구치부 보다 전방에 위치하고 있었다. 이 환자의 Angle 분류는?",개방교합,I급 부정교합,11급 1류 부정교합,11급 2류 부정교합,III급 부정교합,D,
79,dentist,2020,2,15,골격성 개방교합의 특징은?,우각부 각이 정상보다 크다.,하악평면각이 정상보다 작다.,하악지의 수직길이가 정상보다 길다.,하악골이 반시계방향 성장을 보인다.,전안면부 수직성장이 후안면부 수직성장보다 저조하다.,A,
80,dentist,2020,2,16,두부방사선계측사진 투사도 작성 시 porion의 설정 오류가 영향을 미치는 계측항목은?,ANB,FMA,SNA,IMPA,gonial angle,B,
81,dentist,2020,2,17,혀근육으로부터 발생하는 압력에 대항하여 치열궁 외부에서 연속된 띠를 이루며 치열에 압력을 가함으로써 치열 형태 유지에 기여하는 구조물은?,볼근(buccinator m.),깨물근(masseter m.),넓은목근(platysma m.),눈둘레근(orbicularis oculi m.),가쪽날개근(lateral pterygoid m.),A,
82,dentist,2020,2,18,엄지손가락빨기 습관이 장기적으로 지속될 경우 유발될 수 있는 현상은?,넓은 상악 치열궁,좁고 깊은 입천장,상악 전치 설측경사,하악 전치 사이 공극,양측성 설측 교차교합,B,
83,dentist,2020,2,19,교정용 선재 중 항복강도 및 탄성계수가 가장 높은 것은?,골드 와이어,니켈-티타늄 와이어,베타-티타늄 와이어,스테인레스 스틸 와이어,다가닥 와이어,D,
84,dentist,2020,2,21,"상악 전치를 치체이동시킬 때, 브라켓에 가하는 모멘트/힘의 비율 및 회전중심의 위치는?","5/1, 무한대","10/1, 무한대","10/1, 치관부","12/1, 치관부","15/1, 치근첨",B,
85,dentist,2020,2,23,"치아에 교정력이 가해질 때, 인장측의 치주조직에서 발생하는 현상은?",치조골 흡수,유리질화 발생,파골세포 활성,치주인대 내 혈관 확장,산소부족에 의한 조직 괴사,D,
86,dentist,2020,2,24,"치열궁 내 공간 부족 시 사용하는 장치로서 양측성으로 공간이 소실되고 습관 등으로 구순이 강하게 작용하여 하악 전치가 설측 경사되고, 대구치가 근심이동한 경우 적용할 수 있는 것은?",립 범퍼,원심 편자,밴드-루프 장치,설측 호선 유지 장치,국소의치형 유지 장치,A,
87,dentist,2020,2,25,교합 시 하악 전치 절단연이 상악 전치 구개측 치은에 닿는 환자에게 적용할 수 있는 장치는?,텅크립,횡구개 호선,전방 교합판,하악 확대판,공간 재확보 장치,C,
